Student_ID,Gender,Branch,Year_of_Study,Age,CGPA,10th_Percentage,12th_Percentage,Backlogs,Attendance_Percentage,Aptitude_Score,IQ_Score,Programming_Score,Technical_Skills_Score,Certifications_Count,Projects_Done,Internship_Count,Internship_Duration_Months,Communication_Score,Teamwork_Score,Leadership_Score,Confidence_Level,Adaptability_Score,Placement_Status,Company_Name,Job_Profile,Salary_Package_LPA,Offer_Type,Family_Income,Location_Type,Placement_Readiness_Score
S0122,Male,IT,4,20,8.75,84.8,62.5,3,99.2,7.6,114,7.8,5.3,2,4,0,11,7.7,7.7,6.4,5.3,5.9,Placed,Wipro,,8.9,Off-Campus,1207259,Semi-Urban,6.9
S0123,Female,ECE,4,23,9.85,85.0,86.2,1,72.0,6.4,92,6.1,9.3,4,3,1,9,7.9,7.6,5.9,5.2,9.0,Placed,Amazon,Data Engineer,5.2,On-Campus,1404127,Rural,7.7
S0124,Male,CSE,3,23,8.92,68.8,61.9,4,82.5,9.3,107,9.6,8.7,1,2,0,3,8.3,6.8,5.4,7.6,5.9,Placed,Accenture,Intern,10.3,On-Campus,255805,Semi-Urban,8.07
S0125,Male,CE,3,20,7.96,83.0,79.0,0,77.4,8.0,139,6.0,8.5,5,6,0,2,6.5,7.1,7.6,6.5,7.5,Placed,Accenture,,7.1,On-Campus,821857,Urban,7.59
S0126,Female,CE,4,23,8.52,66.9,69.1,4,84.3,5.0,127,9.0,6.7,1,3,1,9,7.2,7.4,9.2,7.9,6.1,Not Placed,Deloitte,Intern,5.3,On-Campus,1431092,Urban,6.71
S0127,Female,ME,4,23,8.96,65.0,80.6,3,97.6,9.0,132,9.8,6.9,0,5,1,11,8.7,5.8,6.3,8.6,6.9,Not Placed,Wipro,Developer,5.9,Off-Campus,995984,Rural,8.1
S0128,Male,CE,3,20,8.45,95.0,69.1,2,91.7,6.7,92,8.6,9.8,5,2,0,0,9.9,6.8,7.3,5.3,9.3,Not Placed,Accenture,Data Engineer,11.1,Off-Campus,804618,Urban,7.56
S0129,Female,IT,3,20,6.07,81.8,94.5,2,89.9,6.6,137,10.0,5.3,0,5,1,6,5.2,9.1,5.8,9.4,9.5,Placed,Amazon,Developer,7.9,Off-Campus,956854,Semi-Urban,6.16
S0130,Female,EEE,3,22,6.78,75.1,70.8,1,83.2,6.9,94,8.3,8.9,5,4,0,4,5.2,5.9,7.0,6.4,10.0,Placed,,Software Engineer,9.2,On-Campus,1247171,Urban,6.75
S0131,Female,IT,3,21,9.24,70.1,68.5,3,90.1,8.2,113,6.1,6.5,3,1,2,3,7.1,8.6,5.1,6.9,9.7,Placed,,Developer,12.9,On-Campus,417511,Rural,7.21
S0132,Male,ME,4,21,7.09,81.1,69.7,4,71.0,7.2,123,6.0,5.2,2,3,2,8,8.3,8.3,9.6,6.7,8.4,Not Placed,Infosys,Developer,10.9,Off-Campus,1358263,Semi-Urban,6.41
S0133,Male,IT,3,20,8.93,61.7,91.4,3,87.6,8.1,136,6.6,8.7,5,3,1,6,6.9,5.3,8.4,9.2,7.2,Not Placed,,,8.5,Off-Campus,245105,Urban,7.95
S0134,Male,EEE,4,20,7.49,63.3,82.3,3,86.6,5.7,137,5.0,6.7,5,5,1,9,10.0,5.1,6.7,5.9,5.3,Placed,,Software Engineer,14.4,Off-Campus,539308,Urban,6.82
S0135,Male,ECE,4,23,8.09,61.1,85.6,2,80.4,9.9,128,8.4,8.6,4,5,2,7,6.0,6.8,9.4,5.1,8.0,Placed,Wipro,Data Engineer,5.6,Off-Campus,755380,Urban,7.74
S0136,Male,ME,4,22,6.27,77.5,92.1,4,76.0,8.6,137,6.3,8.5,4,1,0,3,5.0,8.5,5.9,9.9,6.1,Not Placed,Wipro,Analyst,6.5,On-Campus,537831,Rural,6.89
S0137,Male,ECE,3,22,6.72,81.0,91.9,0,94.2,6.3,113,9.1,7.7,3,3,0,9,6.0,6.7,5.4,9.9,9.3,Placed,Infosys,Intern,13.9,Off-Campus,1147561,Rural,6.71
S0138,Male,CSE,3,20,9.83,62.2,85.9,2,71.6,8.6,125,6.8,8.9,4,1,0,11,9.4,8.3,9.7,6.3,7.7,Not Placed,,,13.2,Off-Campus,501103,Urban,8.12
S0139,Male,ECE,4,23,9.56,85.2,66.9,4,72.1,7.9,117,7.4,7.9,4,5,1,9,5.7,8.3,6.5,5.0,8.7,Placed,Capgemini,Data Engineer,4.6,Off-Campus,992197,Semi-Urban,7.6
S0140,Male,CSE,4,23,8.61,68.1,89.5,1,83.2,5.5,137,9.8,6.4,0,6,0,7,7.4,9.0,9.7,8.2,8.4,Placed,Accenture,Software Engineer,14.2,On-Campus,1142317,Urban,7.12
S0141,Female,CSE,4,21,7.84,84.0,67.1,2,77.6,5.9,138,6.2,8.7,4,5,1,3,7.1,5.5,8.2,8.2,6.7,Placed,Capgemini,Developer,3.1,On-Campus,366879,Semi-Urban,7.3
S0142,Male,ECE,3,21,8.7,94.4,86.0,1,92.4,5.2,123,8.6,7.9,4,2,1,0,8.3,7.9,9.9,9.7,8.8,Placed,Capgemini,Analyst,12.9,Off-Campus,903869,Semi-Urban,7.23
S0143,Female,ME,4,23,8.47,84.2,84.0,2,89.0,9.0,105,8.8,5.1,3,5,1,10,5.3,5.3,8.8,6.5,9.2,Placed,,Developer,6.3,On-Campus,257732,Rural,7.04
S0144,Female,EEE,3,21,8.27,90.9,86.6,3,93.2,7.8,125,6.1,9.5,3,5,2,7,8.3,5.9,5.5,5.9,8.7,Placed,TCS,Intern,5.3,On-Campus,1470444,Urban,7.86
S0145,Female,IT,4,20,6.24,93.2,78.6,4,79.7,6.6,96,7.5,7.7,1,6,0,0,6.8,6.6,9.3,8.1,8.9,Placed,Deloitte,Software Engineer,8.4,Off-Campus,1334479,Rural,6.82
S0146,Male,IT,4,23,8.53,77.0,82.4,1,92.2,5.6,107,6.8,9.3,4,1,1,11,9.6,8.5,5.7,7.8,6.8,Placed,Infosys,Analyst,13.8,Off-Campus,789679,Urban,7.38
S0147,Male,EEE,4,21,9.08,84.6,93.4,2,95.9,7.4,95,8.9,9.4,4,2,0,2,9.2,9.9,8.5,8.6,9.7,Not Placed,Accenture,Data Engineer,12.4,On-Campus,1297914,Semi-Urban,8.06
S0148,Male,CSE,3,22,9.98,89.8,63.5,1,80.4,7.6,139,8.1,7.2,5,2,2,6,7.0,6.7,7.5,9.4,7.1,Placed,Capgemini,Data Engineer,14.6,Off-Campus,620535,Rural,7.79
S0149,Male,CSE,3,23,6.04,72.5,70.8,2,80.2,8.5,117,7.4,7.5,4,3,0,2,10.0,7.6,8.5,7.8,9.5,Placed,Infosys,Software Engineer,9.5,On-Campus,1406634,Rural,7.09
S0150,Female,ME,4,23,8.92,69.1,81.4,2,97.0,9.8,128,8.9,7.1,0,6,2,7,5.3,6.3,8.8,5.8,9.3,Placed,Infosys,Software Engineer,9.1,On-Campus,1407458,Rural,7.77
S0151,Male,CE,3,22,8.29,93.1,93.7,0,71.5,7.2,123,6.2,7.2,5,4,1,4,8.9,8.4,9.0,8.0,5.6,Placed,TCS,,3.2,On-Campus,1410375,Semi-Urban,7.46
S0152,Male,ECE,4,20,7.74,85.4,63.3,0,80.5,7.0,130,8.8,9.5,4,3,1,2,7.2,6.8,9.2,6.9,9.8,Not Placed,Infosys,Developer,5.2,On-Campus,396451,Rural,7.33
S0153,Male,CSE,3,22,6.51,67.7,60.8,0,73.6,6.8,118,9.3,8.9,0,3,2,4,7.2,7.4,9.2,7.3,10.0,Placed,TCS,Analyst,9.0,Off-Campus,1082714,Urban,6.84
S0154,Male,IT,3,23,7.64,75.7,62.0,1,70.9,9.1,93,9.4,5.6,1,3,1,4,5.9,7.8,7.1,9.8,8.0,Placed,Deloitte,Intern,12.0,Off-Campus,1136822,Urban,7.1
S0155,Male,ME,3,20,7.42,87.9,61.8,3,73.4,5.8,103,8.9,8.1,5,2,0,7,7.6,8.4,9.4,7.8,8.9,Placed,TCS,Software Engineer,12.9,Off-Campus,262422,Semi-Urban,6.75
S0156,Female,ECE,4,21,7.21,79.1,91.8,2,82.9,6.7,94,7.0,10.0,2,1,0,11,5.4,5.3,8.6,5.7,9.7,Placed,Deloitte,Analyst,6.4,Off-Campus,1296645,Rural,6.71
S0157,Male,ME,3,21,8.92,82.7,85.2,4,90.6,8.6,114,9.9,8.0,4,5,2,8,8.1,7.8,9.2,7.2,5.1,Placed,Deloitte,,11.5,On-Campus,908481,Urban,8.03
S0158,Female,ECE,3,21,8.8,86.4,83.7,0,78.7,5.1,128,6.9,8.9,5,2,0,5,6.2,7.2,9.9,6.1,9.6,Placed,Deloitte,Software Engineer,12.9,On-Campus,1199071,Rural,6.87
S0159,Male,ECE,4,23,8.36,81.8,78.3,1,95.5,6.4,97,8.2,8.8,3,5,1,9,8.6,5.7,5.6,5.7,8.1,Placed,Amazon,Software Engineer,7.5,On-Campus,753436,Urban,7.48
S0160,Female,EEE,4,22,9.75,78.9,87.4,1,83.1,8.2,104,5.8,6.8,5,5,1,2,8.0,6.0,6.9,8.6,9.1,Not Placed,,Data Engineer,11.3,On-Campus,670193,Semi-Urban,8.09
S0161,Male,CSE,4,20,7.4,86.2,65.4,1,99.0,5.9,108,9.9,6.9,3,4,1,1,8.7,9.4,9.0,8.1,7.7,Not Placed,Deloitte,Analyst,8.2,Off-Campus,858111,Urban,6.86
S0162,Male,ME,4,21,6.98,85.5,73.7,4,98.6,6.5,100,8.5,8.6,4,3,0,10,8.7,9.4,5.4,7.5,7.7,Placed,,Data Engineer,14.8,On-Campus,1486125,Urban,7.03
S0163,Female,ME,3,20,8.62,82.0,77.2,4,93.2,7.4,109,8.8,7.5,0,4,1,2,6.0,5.2,7.7,7.1,9.5,Not Placed,TCS,,3.1,On-Campus,1386151,Urban,7.28
S0164,Female,EEE,3,23,6.8,72.6,63.9,0,98.0,7.1,125,5.3,7.9,3,3,0,8,5.0,8.4,9.3,6.6,7.5,Placed,Amazon,Data Engineer,8.0,Off-Campus,796067,Semi-Urban,6.5
S0165,Female,IT,3,21,7.26,74.2,74.7,4,91.2,5.5,107,8.8,8.6,5,2,2,6,6.8,7.8,5.1,5.4,7.4,Placed,Accenture,,6.2,Off-Campus,829392,Urban,6.42
S0166,Male,IT,3,23,6.9,94.0,71.1,0,96.9,9.7,103,8.9,8.9,5,5,1,10,9.6,9.7,9.7,6.5,8.0,Placed,Accenture,Analyst,13.2,On-Campus,380553,Semi-Urban,7.9
S0167,Female,CSE,3,22,6.28,63.9,61.2,4,77.1,5.2,127,8.4,6.4,3,4,2,10,7.9,9.5,9.9,9.2,7.6,Placed,Infosys,,6.4,On-Campus,1425792,Semi-Urban,6.31
S0168,Male,CSE,4,23,9.31,69.4,64.8,4,80.4,8.7,114,6.5,5.7,1,6,0,8,8.6,7.9,6.6,8.9,7.2,Placed,,,9.5,Off-Campus,1349886,Urban,8.02
S0169,Male,CE,3,23,7.02,77.2,86.7,4,92.6,5.4,105,7.4,6.5,1,2,0,5,9.4,5.7,8.8,9.9,5.9,Not Placed,Accenture,Data Engineer,11.9,Off-Campus,558260,Rural,6.62
S0170,Female,EEE,3,22,7.89,89.3,60.6,0,82.7,7.3,107,5.6,7.5,1,2,2,7,9.5,7.3,5.6,8.3,7.0,Placed,Infosys,Developer,9.0,Off-Campus,1008656,Urban,7.31
S0171,Female,IT,3,20,6.17,65.7,92.7,2,95.1,5.9,90,7.4,6.7,3,6,1,9,7.6,8.6,8.9,7.8,6.4,Placed,Wipro,Intern,7.9,On-Campus,1059113,Semi-Urban,6.51
S0172,Male,ECE,4,22,8.8,69.7,63.0,0,96.3,5.7,129,6.2,7.8,3,3,1,10,7.7,9.8,7.4,6.5,7.0,Not Placed,Deloitte,Intern,3.5,On-Campus,1103643,Rural,7.06
S0173,Male,ME,4,22,7.32,62.3,88.0,2,79.0,5.6,90,6.7,5.3,5,5,1,8,9.3,6.8,9.3,5.4,8.0,Placed,Accenture,Developer,3.3,On-Campus,849957,Urban,6.35
S0174,Female,CSE,3,23,8.98,84.7,91.5,1,94.7,7.3,90,5.8,7.5,4,3,2,2,9.0,8.9,6.1,8.1,8.0,Placed,Wipro,Software Engineer,14.5,Off-Campus,743587,Urban,7.66
S0175,Female,ME,4,20,7.65,68.3,92.9,1,74.6,7.6,110,6.2,6.8,4,3,0,6,8.5,8.4,8.4,7.4,6.2,Placed,,Data Engineer,10.7,Off-Campus,606713,Urban,7.06
S0176,Female,ME,4,21,6.78,73.6,90.4,0,80.0,5.7,114,5.4,7.7,0,2,2,8,8.0,5.4,8.9,8.8,5.4,Placed,Deloitte,Intern,12.9,Off-Campus,816172,Urban,6.59
S0177,Male,CE,4,22,8.05,75.5,70.1,2,85.5,9.9,116,9.6,7.1,3,3,0,1,8.1,7.8,6.0,7.1,8.7,Placed,Accenture,Analyst,8.8,On-Campus,259482,Urban,7.64
S0178,Male,IT,4,20,6.52,91.2,71.7,2,76.8,6.3,99,7.7,6.4,4,1,1,11,6.8,5.9,9.1,9.9,7.6,Placed,Deloitte,,6.1,On-Campus,254826,Rural,6.27
S0179,Male,CSE,4,22,7.76,74.4,74.9,2,87.4,7.3,139,7.0,9.5,4,6,1,6,9.2,8.4,9.8,7.0,7.2,Placed,,,6.5,Off-Campus,853153,Urban,7.91
S0180,Male,ME,4,22,7.27,65.1,64.9,1,87.4,6.1,101,7.7,5.9,1,6,0,4,8.1,8.1,8.1,6.7,5.6,Placed,Accenture,Software Engineer,3.5,Off-Campus,803746,Semi-Urban,6.66
S0181,Male,CSE,4,22,9.65,78.4,60.8,0,76.2,7.5,117,8.1,8.4,1,5,1,7,6.1,9.9,8.9,9.4,7.1,Placed,Capgemini,Intern,12.5,Off-Campus,1313066,Semi-Urban,8.12
S0182,Male,ECE,3,22,6.24,93.7,90.4,3,93.9,8.8,138,9.6,9.6,1,6,2,3,6.2,9.7,7.7,7.0,9.1,Not Placed,TCS,Data Engineer,10.0,On-Campus,1249448,Rural,7.47
S0183,Female,CE,3,23,8.78,81.3,79.4,2,88.9,7.6,121,5.9,7.7,2,3,0,0,9.3,5.0,8.0,9.4,7.9,Placed,TCS,Intern,8.8,On-Campus,1329906,Semi-Urban,7.86
S0184,Male,ECE,4,20,6.73,94.4,81.3,2,79.5,6.4,122,6.5,9.4,4,3,1,10,8.1,5.4,5.1,5.1,5.5,Not Placed,Infosys,Data Engineer,13.2,Off-Campus,1403529,Rural,6.8
S0185,Male,CSE,3,20,7.28,89.4,92.4,3,77.0,6.2,97,9.9,5.6,1,4,1,9,7.0,8.8,7.6,8.5,6.7,Not Placed,Amazon,Software Engineer,8.3,Off-Campus,222388,Semi-Urban,6.49
S0186,Male,CSE,3,20,7.66,61.3,83.3,0,96.4,8.8,131,6.9,7.5,1,5,1,7,5.9,8.4,7.9,5.4,9.9,Placed,Infosys,,14.4,On-Campus,638517,Rural,7.19
S0187,Female,IT,4,22,9.63,83.0,84.2,2,95.1,5.6,115,5.1,7.3,3,5,1,5,8.1,9.0,8.4,5.7,7.7,Not Placed,Deloitte,Developer,3.2,Off-Campus,846309,Urban,7.35
S0188,Male,ME,3,23,6.97,70.0,87.5,0,76.9,6.8,131,5.7,5.0,5,6,0,7,5.9,6.3,5.8,8.5,6.4,Placed,Capgemini,,14.8,Off-Campus,1204341,Semi-Urban,6.49
S0189,Male,ME,4,22,6.37,79.6,64.1,2,71.1,5.8,139,5.1,7.2,1,3,0,2,7.4,9.2,6.2,6.4,9.6,Not Placed,Amazon,Data Engineer,12.8,Off-Campus,1023232,Semi-Urban,6.19
S0190,Female,ECE,4,22,7.27,69.8,72.6,4,94.1,6.3,130,9.9,6.8,3,1,1,7,8.4,7.2,8.8,6.1,6.7,Placed,Wipro,Data Engineer,7.3,On-Campus,720981,Rural,6.35
S0191,Male,CE,4,20,6.42,72.2,93.9,2,88.5,5.8,91,6.4,8.3,0,4,2,7,7.8,6.3,5.8,9.0,8.6,Placed,Deloitte,Software Engineer,10.1,On-Campus,534846,Rural,6.83
S0192,Male,EEE,3,22,6.51,92.3,92.3,4,73.0,9.4,124,9.6,9.7,1,1,2,11,9.6,5.1,7.1,9.7,5.7,Placed,TCS,Software Engineer,13.4,On-Campus,1257461,Rural,7.8
S0193,Male,ME,3,21,8.3,67.2,90.9,0,87.6,8.7,123,10.0,5.4,5,3,2,0,5.2,9.4,6.3,6.2,5.8,Placed,Infosys,Analyst,8.8,On-Campus,1337938,Semi-Urban,6.75
S0194,Male,IT,3,22,6.24,90.6,75.8,2,83.6,7.8,95,8.0,6.6,3,5,2,3,6.4,7.7,7.7,6.6,7.8,Placed,Infosys,,3.6,On-Campus,213026,Rural,6.55
S0195,Male,ECE,3,21,6.12,61.1,90.0,1,93.2,6.1,120,5.2,7.2,5,5,0,6,5.3,9.9,9.9,8.6,6.2,Placed,,,13.8,On-Campus,1301765,Urban,6.39
S0196,Female,ECE,4,22,8.86,63.2,61.7,1,76.3,7.6,112,5.4,7.3,1,1,0,10,6.0,8.6,9.3,9.1,5.2,Not Placed,Wipro,Software Engineer,9.2,On-Campus,1261582,Rural,7.25
S0197,Female,EEE,4,23,7.45,89.9,65.2,3,83.6,7.6,101,7.4,8.9,0,2,2,0,5.6,5.4,6.3,10.0,9.6,Placed,Infosys,Intern,9.5,Off-Campus,206642,Urban,7.3
S0198,Female,IT,3,23,6.5,82.1,74.5,1,74.7,8.0,117,7.0,7.2,1,3,0,2,8.7,7.9,6.8,6.4,5.3,Not Placed,Infosys,Data Engineer,3.2,Off-Campus,427650,Urban,6.8
S0199,Male,CE,4,20,7.01,86.2,76.9,4,98.7,5.3,104,8.0,5.1,3,5,2,2,6.8,5.1,9.6,7.8,8.6,Placed,Accenture,Developer,4.2,On-Campus,1244593,Rural,6.14
S0200,Male,IT,4,22,8.57,67.3,69.2,1,93.4,9.9,108,7.2,8.6,0,6,1,5,9.6,7.8,9.5,5.7,6.7,Placed,Amazon,Software Engineer,12.3,Off-Campus,1367844,Urban,8.4
S0201,Male,CE,3,21,7.1,78.8,72.5,1,92.1,7.3,101,9.7,9.4,0,2,1,4,5.1,6.8,5.8,6.7,9.7,Not Placed,Deloitte,Data Engineer,8.2,On-Campus,934956,Urban,6.85
S0202,Female,IT,4,21,7.98,85.8,65.7,1,90.7,9.6,139,7.7,7.6,0,5,2,11,8.3,8.2,9.1,5.2,9.9,Placed,Amazon,Developer,15.0,On-Campus,1425756,Urban,7.68
S0203,Male,IT,3,22,6.49,82.0,77.1,2,82.7,5.0,137,8.5,7.9,2,6,0,10,9.9,7.7,6.5,6.1,6.7,Placed,Amazon,Analyst,11.3,On-Campus,1052365,Rural,6.73
S0204,Male,CSE,4,21,8.35,76.5,87.8,3,97.7,6.2,91,9.5,5.8,3,5,2,6,5.9,6.3,7.7,7.5,8.0,Not Placed,Infosys,Intern,14.4,Off-Campus,839197,Rural,6.74
S0205,Female,ECE,3,23,7.26,93.6,83.1,0,72.2,5.5,100,5.7,6.1,2,2,0,2,7.2,5.8,5.0,5.8,8.9,Placed,Accenture,Analyst,6.4,On-Campus,972413,Urban,6.0
S0206,Male,IT,4,21,8.51,83.7,63.8,3,94.1,8.8,133,6.1,6.2,5,1,1,10,8.5,7.0,10.0,9.4,5.6,Placed,Deloitte,Software Engineer,5.1,Off-Campus,937173,Semi-Urban,7.44
S0207,Female,EEE,4,20,9.23,91.8,77.1,4,76.5,6.6,126,5.5,7.2,0,3,0,0,8.2,9.9,8.8,8.6,8.5,Not Placed,Infosys,Intern,7.5,On-Campus,671382,Urban,7.51
S0208,Female,IT,3,23,8.45,85.5,84.4,2,79.7,9.2,127,5.7,9.6,2,2,2,10,7.8,7.2,6.2,5.1,9.5,Not Placed,Capgemini,Analyst,6.2,Off-Campus,1378999,Rural,7.78
S0209,Female,ME,3,23,7.18,85.7,78.5,2,85.6,9.2,114,7.6,7.6,1,2,1,2,6.6,8.7,8.4,9.4,5.9,Not Placed,Accenture,Data Engineer,10.4,On-Campus,1265734,Urban,7.31
S0210,Male,ECE,3,23,7.02,62.8,73.7,1,93.5,8.3,132,6.6,6.0,2,5,1,7,8.6,5.3,6.5,9.9,9.2,Not Placed,Capgemini,Software Engineer,11.9,Off-Campus,298643,Urban,7.32
S0211,Male,ME,3,22,7.31,72.6,81.8,1,95.2,8.3,110,7.1,6.3,4,6,0,4,8.3,6.9,5.4,7.5,5.6,Placed,Accenture,,7.8,On-Campus,791120,Rural,7.29
S0212,Male,ECE,4,22,6.66,90.0,93.9,4,87.5,8.5,131,9.9,6.9,5,2,1,2,5.8,7.9,7.1,6.6,7.8,Placed,Infosys,Analyst,4.1,Off-Campus,1239182,Rural,6.52
S0213,Male,ME,4,23,6.72,68.1,63.3,2,82.1,8.4,125,5.8,8.1,0,3,1,7,9.8,8.8,8.1,6.3,6.7,Not Placed,Amazon,Intern,3.3,Off-Campus,318967,Semi-Urban,7.23
S0214,Male,IT,3,22,9.16,64.0,73.7,0,98.4,6.9,98,7.7,7.2,0,1,0,5,7.8,7.6,5.4,5.4,7.4,Placed,Capgemini,Intern,5.6,Off-Campus,1299581,Urban,6.99
S0215,Male,IT,4,21,7.54,71.4,74.2,3,77.4,8.4,101,5.5,7.0,5,6,1,2,7.6,7.6,7.6,7.5,6.5,Placed,TCS,,11.8,On-Campus,1412985,Urban,7.45
S0216,Male,CSE,3,22,7.74,67.7,80.2,2,94.1,9.5,99,6.6,7.8,5,1,2,4,9.2,8.8,7.6,5.3,6.3,Placed,Capgemini,Developer,5.7,Off-Campus,221102,Urban,7.33
S0217,Female,EEE,3,22,8.38,92.4,65.3,0,88.4,6.7,135,7.6,6.2,3,1,0,0,8.2,6.6,8.1,7.5,8.7,Not Placed,TCS,Intern,13.9,On-Campus,263673,Semi-Urban,6.76
S0218,Male,ME,4,23,8.36,90.4,66.2,0,81.3,9.7,94,9.7,5.4,1,3,0,5,5.4,5.5,6.2,6.3,6.1,Placed,Accenture,Intern,10.8,On-Campus,487362,Semi-Urban,7.0
S0219,Female,CE,4,20,6.27,77.5,70.0,3,70.0,5.1,122,7.0,5.1,5,5,0,11,7.5,6.7,5.1,7.4,7.0,Placed,Amazon,Software Engineer,13.3,Off-Campus,1039256,Urban,5.91
S0220,Male,CSE,3,20,9.33,62.1,93.5,0,83.4,6.7,94,5.3,6.3,5,6,0,8,8.9,5.8,6.6,7.1,6.4,Placed,Amazon,Intern,7.6,Off-Campus,583823,Rural,7.6
S0221,Male,ME,3,20,6.71,85.0,85.7,4,78.3,5.7,105,6.9,5.5,3,6,2,11,8.5,9.8,7.0,6.5,6.2,Not Placed,Infosys,Developer,14.8,Off-Campus,326208,Urban,6.35
S0222,Male,ME,3,21,8.89,81.8,83.2,0,73.1,5.6,126,5.7,6.7,5,3,0,6,9.9,7.9,8.2,7.2,8.1,Not Placed,Deloitte,Intern,11.2,Off-Campus,1005367,Urban,7.14
S0223,Female,CSE,4,22,9.09,94.0,88.6,4,72.3,9.1,126,6.1,8.9,2,6,2,10,5.1,7.2,9.7,7.4,5.2,Placed,Capgemini,Developer,7.3,On-Campus,806317,Urban,8.18
S0224,Female,IT,4,20,8.86,79.6,64.5,0,80.4,9.6,118,8.1,8.6,4,2,0,7,6.3,9.6,6.0,9.2,8.9,Placed,Infosys,Data Engineer,5.6,Off-Campus,659483,Rural,8.05
S0225,Female,ME,4,23,8.32,71.8,90.1,1,88.4,8.9,107,5.3,8.1,4,4,0,5,7.7,9.5,8.4,8.3,7.7,Not Placed,Infosys,Developer,13.4,Off-Campus,245269,Semi-Urban,7.9
S0226,Female,IT,4,20,6.06,78.2,80.8,0,95.1,9.9,118,7.3,9.3,4,4,1,10,8.1,7.1,5.5,7.2,9.1,Not Placed,Wipro,Software Engineer,6.8,On-Campus,1194275,Semi-Urban,7.59
S0227,Male,CSE,3,20,7.44,94.3,71.7,4,75.5,6.1,95,8.0,6.4,5,4,1,4,6.4,9.4,6.0,9.5,6.1,Placed,Infosys,Analyst,3.5,Off-Campus,601975,Urban,6.72
S0228,Female,IT,3,22,8.42,84.4,88.6,0,82.7,5.7,107,7.1,9.4,4,1,2,11,9.1,5.3,7.5,8.8,8.5,Not Placed,Deloitte,,6.3,On-Campus,303860,Urban,7.44
S0229,Male,ECE,3,22,7.55,83.5,88.1,0,81.8,7.6,121,5.1,7.0,1,6,1,5,5.8,9.4,8.5,5.4,7.1,Not Placed,Infosys,Analyst,5.2,Off-Campus,616704,Urban,6.9
S0230,Male,CE,3,22,9.45,68.4,89.6,0,85.4,9.1,131,9.9,7.0,2,3,0,6,5.0,6.6,9.3,5.8,5.4,Placed,,Data Engineer,6.8,Off-Campus,1439863,Rural,7.44
S0231,Female,ME,3,21,7.24,86.0,64.0,4,94.3,5.2,136,6.8,7.0,4,6,2,8,9.8,7.8,8.7,5.4,8.8,Placed,Amazon,Software Engineer,10.4,Off-Campus,1258125,Urban,6.73
S0232,Female,EEE,3,21,7.17,86.3,93.9,0,86.6,10.0,120,8.9,5.5,0,3,1,7,7.0,6.3,5.1,6.6,8.8,Not Placed,Deloitte,Data Engineer,9.0,Off-Campus,444369,Rural,6.91
S0233,Female,CE,4,20,7.06,71.1,93.6,3,95.4,8.0,100,6.6,9.9,5,6,0,4,9.8,9.9,8.4,7.2,6.4,Placed,Capgemini,Data Engineer,11.5,On-Campus,519269,Urban,8.0
S0234,Female,IT,4,22,7.33,76.9,72.5,3,85.6,9.9,115,7.4,5.7,2,1,1,6,6.4,5.4,9.1,7.5,9.6,Placed,Amazon,Intern,7.0,Off-Campus,911882,Urban,6.81
S0235,Female,ME,3,20,8.23,70.3,62.3,4,88.1,6.8,117,6.9,6.7,1,2,1,7,5.3,7.2,7.6,9.3,8.8,Not Placed,Accenture,Intern,4.4,On-Campus,366086,Urban,6.83
S0236,Female,IT,3,23,8.83,69.1,65.8,1,83.1,7.3,116,6.7,6.6,4,4,1,0,8.9,8.1,9.8,5.1,6.5,Placed,Wipro,Software Engineer,4.9,On-Campus,971968,Semi-Urban,7.23
S0237,Female,ECE,4,23,8.65,60.9,94.7,3,94.7,8.8,108,5.1,5.4,1,4,1,7,9.2,8.1,5.0,7.1,6.2,Placed,Wipro,Analyst,12.6,Off-Campus,550076,Urban,7.47
S0238,Female,CSE,4,22,9.23,70.0,79.7,2,97.7,9.0,134,6.8,5.8,5,6,0,10,7.5,8.7,9.1,7.1,7.2,Not Placed,Deloitte,Developer,4.2,Off-Campus,1289659,Urban,7.79
S0239,Male,ME,4,22,9.54,79.4,72.5,3,89.2,6.2,116,9.4,5.2,4,1,1,6,5.4,8.6,6.7,9.7,6.5,Placed,Capgemini,Intern,12.6,Off-Campus,910855,Urban,6.75
S0240,Female,ECE,4,23,9.26,60.1,70.1,2,94.6,9.6,109,8.5,6.5,0,4,2,10,8.3,9.0,8.3,6.2,6.1,Placed,Accenture,Software Engineer,5.6,Off-Campus,595204,Urban,7.85
S0241,Female,ECE,3,22,6.08,69.9,69.0,4,71.8,9.3,92,5.7,9.3,2,6,2,11,5.9,6.2,8.5,5.6,7.0,Placed,TCS,Software Engineer,11.1,Off-Campus,1093084,Rural,7.29
S0242,Male,ME,3,21,8.94,90.8,83.2,1,97.2,5.1,105,8.0,6.7,0,5,1,11,9.2,6.9,6.5,5.7,5.1,Placed,Accenture,Analyst,10.5,On-Campus,1442245,Rural,7.03
S0243,Female,IT,3,21,6.83,80.8,74.7,2,75.7,5.6,128,9.5,5.6,4,6,2,1,6.4,6.9,10.0,7.6,7.0,Not Placed,TCS,Software Engineer,4.2,On-Campus,567735,Urban,6.29
S0244,Male,EEE,3,22,6.53,81.3,93.8,2,77.7,7.5,133,8.5,8.2,3,3,1,1,9.2,9.8,5.5,7.0,6.1,Not Placed,Deloitte,,11.0,Off-Campus,1317195,Rural,7.02
